Unique,Crew,Data Page,Date,Time,Tag Number,Fork Length (mm),Recap,Weight (lbs),Area,Area Description,Lat (WGS84),Long (WGS84),Comments,Gear,FL
255,JS JRS,17,6/19/2025,1710,,552,0,,MLSA,,64.90544,-148.88518,Gear= HL,HL,552
256,JS JRS,17,6/19/2025,1710,,506,0,,MLSA,,64.90544,-148.88518,Gear= HL,HL,506
257,JS JRS,17,6/19/2025,1710,,446,0,,MLSA,,64.90544,-148.88518,Gear= HL,HL,446
258,JS JRS,17,6/19/2025,1810,,518,0,,MLSA,,64.92074,-148.82954,Gear= HL,HL,518
259,JS JRS,17,6/19/2025,1710,,537,0,,MLSA,,64.92074,-148.82954,Gear= HL,HL,537
260,JS JRS,17,6/19/2025,1710,,567,0,,MLSA,,64.92074,-148.82954,Gear= HL,HL,567
261,MA HP,18,6/19/2025,1020,,538,0,,MLSA,,64.9282,-148.80887,Gear= HL,HL,538
262,MA HP,18,6/19/2025,1030,,497,0,,MLSA,,64.9282,-148.80887,Gear= HL,HL,497
263,MA HP,18,6/19/2025,1044,,509,0,,MLSA,,64.9282,-148.80887,Gear= HL,HL,509
264,MA HP,18,6/19/2025,1052,,483,0,,MLSA,,64.92739,-148.81122,Gear= HL,HL,483
265,MA HP,18,6/19/2025,1108,,512,0,,MLSA,,64.92739,-148.81122,Gear= HL,HL,512
266,MA HP,18,6/19/2025,1108,,530,0,,MLSA,,64.92726,-148.80401,Gear= HL,HL,530
267,MA HP,18,6/19/2025,1110,,501,0,,MLSA,,64.92726,-148.80401,Gear= HL,HL,501
268,MA HP,18,6/19/2025,1116,,562,0,,MLSA,,64.92726,-148.80401,Gear= HL,HL,562
269,MA HP,18,6/19/2025,1119,,455,0,,MLSA,,64.92726,-148.80401,Gear= HL,HL,455
270,MA HP,18,6/19/2025,1131,,465,0,,MLSA,,64.92726,-148.80401,Gear= HL,HL,465
271,MA HP,18,6/19/2025,1132,,600,0,,MLSA,,64.92527,-148.80902,Gear= HL,HL,600
272,MA HP,18,6/19/2025,1137,,564,0,,MLSA,,64.92527,-148.80902,Gear= HL,HL,564
273,MA HP,18,6/19/2025,1147,,452,0,,MLSA,,64.92455,-148.80918,Gear= HL,HL,452
274,MA HP,18,6/19/2025,1153,,540,0,,MLSA,,64.92455,-148.80918,Gear= HL,HL,540
275,MA HP,18,6/19/2025,1154,,537,0,,MLSA,,64.92455,-148.80918,Gear= HL,HL,537
276,MA HP,18,6/19/2025,1203,,479,0,,MLSA,,64.92211,-148.80863,Gear= HL,HL,479
277,MA HP,18,6/19/2025,1205,,476,0,,MLSA,,64.92211,-148.80863,Gear= HL,HL,476
278,MA HP,18,6/19/2025,1210,20964,662,1,,MLSA,,64.92134,-148.80786,RECAP;  Gear= HL,HL,662
279,MA HP,18,6/19/2025,1226,,543,0,,MLSA,,64.92134,-148.80786,Gear= HL,HL,543
280,MA HP,18,6/19/2025,1243,,578,0,,MLSA,,64.92134,-148.80786,Gear= HL,HL,578
281,MA HP,19,6/19/2025,1255,,605,0,,MLSA,,64.91839,-148.80523,Gear= HL,HL,605
282,MA HP,19,6/19/2025,1256,,604,0,,MLSA,,64.91839,-148.80523,Gear= HL,HL,604
283,MA HP,19,6/19/2025,1306,,620,0,,MLSA,,64.91839,-148.80523,Gear= HL,HL,620
284,MA HP,19,6/19/2025,1310,,534,0,,MLSA,,64.91916,-148.80569,Gear= HL,HL,534
285,MA HP,19,6/19/2025,1330,,568,0,,MLSA,20681,64.91632,-148.80647,RECAP;  Gear= HL,HL,568
286,MA HP,19,6/19/2025,1340,,504,0,,MLSA,,64.91632,-148.80647,Gear= HL,HL,504
287,MA HP,19,6/19/2025,1517,,510,0,,MLSA,,64.89962,-148.82588,Gear= HL,HL,510
288,MA HP,19,6/19/2025,1525,,504,0,,MLSA,,64.89962,-148.82588,Gear= GN,GN,504
289,MA HP,19,6/19/2025,1554,,598,0,,MLSA,,64.94055,-148.86843,Gear= HL,HL,598
290,MA HP,19,6/19/2025,1623,,495,0,,MLSA,,64.93036,-148.91163,Gear= HL,HL,495
291,MA HP,19,6/19/2025,1629,,510,0,,MLSA,,64.93036,-148.91163,Gear= HL,HL,510
292,MA HP,19,6/19/2025,1632,,456,0,,MLSA,,64.93036,-148.91163,Gear= HL,HL,456
293,MA HP,19,6/19/2025,1751,,591,0,,MLSA,,64.92851,-148.83321,Gear= HL,HL,591
294,MA HP,19,6/19/2025,1809,,793,0,,MLSA,,64.92851,-148.83321,Gear= HL,HL,793
295,AB MS,20,6/19/2025,1014,,847,0,,MLSA,,64.93391,-148.85138,Gear= FN,FN,847
296,AB MS,20,6/19/2025,1014,,675,0,,MLSA,,64.93391,-148.85138,Gear= FN,FN,675
297,AB MS,20,6/19/2025,1034,,554,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,554
298,AB MS,20,6/19/2025,1042,,576,0,,MLSA,,64.89354,-148.869,Gear= FN,FN,576
299,AB MS,20,6/19/2025,1118,,796,0,,MLSA,,64.8979,-148.81801,Gear= FN,FN,796
300,AB MS,20,6/19/2025,1129,,460,0,,MLSA,,64.90399,-148.81201,Gear= FN,FN,460
301,AB MS,20,6/19/2025,1149,,437,0,,MLSA,,64.89539,-148.8347,Gear= FN,FN,437
302,AB MS,20,6/19/2025,1149,,991,0,,MLSA,,64.89539,-148.8347,Gear= FN,FN,991
303,AB MS,20,6/19/2025,1228,,532,0,,MLSA,,64.88533,-148.74272,Gear= FN,FN,532
304,AB MS,20,6/19/2025,1315,,438,0,,MLSA,,64.89088,-148.82269,Gear= HL,HL,438
305,AB MS,20,6/19/2025,1330,,513,0,,MLSA,,64.89088,-148.82269,Gear= HL,HL,513
306,AB MS,20,6/19/2025,1408,,471,0,,MLSA,,64.89207,-148.82835,Gear= HL,HL,471
307,AB MS,20,6/19/2025,1415,,521,0,,MLSA,,64.89207,-148.82835,Gear= HL,HL,521
308,AB MS,20,6/19/2025,1425,,576,0,,MLSA,,64.89207,-148.82835,Gear= HL,HL,576
309,AB MS,20,6/19/2025,1434,,528,0,,MLSA,,64.89207,-148.82835,Gear= HL,HL,528
310,AB MS,20,6/19/2025,1446,,554,0,,MLSA,,64.89207,-148.82835,Gear= HL,HL,554
311,AB MS,20,6/19/2025,1453,,480,0,,MLSA,,64.89207,-148.82835,Gear= HL,HL,480
312,AB MS,20,6/19/2025,1555,,508,0,,MLSA,,64.89207,-148.82835,Gear= HL,HL,508
313,AB MS,20,6/19/2025,1606,,511,0,,MLSA,,64.89281,-148.83292,Gear= HL,HL,511
314,AB MS,20,6/19/2025,1613,,472,0,,MLSA,,64.89281,-148.83292,Gear= HL,HL,472
315,AB MS,21,6/19/2025,1618,,486,0,,MLSA,,64.89229,-148.83348,Gear= HL,HL,486
316,AB MS,21,6/19/2025,1623,,484,0,,MLSA,,64.89229,-148.83348,Gear= HL,HL,484
317,AB MS,21,6/19/2025,1635,,577,0,,MLSA,,64.89229,-148.83348,Gear= HL,HL,577
318,AB MS,21,6/19/2025,1637,,551,0,,MLSA,,64.89229,-148.83348,Gear= HL,HL,551
319,AB MS,21,6/19/2025,1732,,268,0,,MLSA,,64.90545,-148.8544,Gear= FN,FN,268
320,AB MS,21,6/19/2025,1739,,566,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,566
321,AB MS,21,6/19/2025,1817,,611,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,611
322,BC RS,22,6/19/2025,1015,,687,0,,MLSA,,64.94047,-148.85526,Gear= HL,HL,687
323,BC RS,22,6/19/2025,1020,20145,665,1,,MLSA,,64.94047,-148.85526,RECAP;  Gear= HL,HL,665
324,BC RS,22,6/19/2025,1023,,530,0,,MLSA,,64.94047,-148.85526,Gear= HL,HL,530
325,BC RS,22,6/19/2025,1030,,625,0,,MLSA,,64.94058,-148.85472,Gear= HL,HL,625
326,BC RS,22,6/19/2025,1035,,547,0,,MLSA,,64.94058,-148.85472,Gear= HL,HL,547
327,BC RS,22,6/19/2025,1118,,502,0,,MLSA,,64.94238,-148.85773,Gear= HL,HL,502
328,BC RS,22,6/19/2025,1127,,709,0,,MLSA,,64.94016,-148.85593,Gear= HL,HL,709
329,BC RS,22,6/19/2025,1130,,668,0,,MLSA,,64.94016,-148.85593,Gear= HL,HL,668
330,BC RS,22,6/19/2025,1158,,540,0,,MLSA,,64.93867,-148.85744,Gear= HL,HL,540
331,BC RS,22,6/19/2025,1205,,603,0,,MLSA,,64.93867,-148.85744,Gear= HL,HL,603
332,BC RS,22,6/19/2025,1306,,931,0,,MLSA,,64.94023,-148.85503,Gear= J,J,931
333,BC RS,22,6/19/2025,1321,,736,0,,MLSA,,64.94023,-148.85503,Gear= J,J,736
334,BC RS,22,6/19/2025,1333,,722,0,,MLSA,,64.93904,-148.85495,Gear= GN,GN,722
335,BC RS,22,6/19/2025,1351,,765,0,,MLSA,,64.94089,-148.85045,Gear= HL,HL,765
336,BC RS,22,6/19/2025,1400,,856,0,,MLSA,,64.93944,-148.85535,Gear= J,J,856
337,BC RS,22,6/19/2025,1408,,731,0,,MLSA,,64.93904,-148.85495,Gear= GN,GN,731
338,BC RS,22,6/19/2025,1511,,698,0,,MLSA,,64.94022,-148.85532,Gear= J,J,698
339,BC RS,22,6/19/2025,1520,,723,0,,MLSA,,64.93872,-148.85428,Gear= J,J,723
340,BC RS,22,6/19/2025,1535,,581,0,,MLSA,,64.94032,-148.85127,Gear= HL,HL,581
341,BC RS,22,6/19/2025,1534,,464,0,,MLSA,,64.94006,-148.85042,Gear= HL,HL,464
342,BC RS,23,6/19/2025,1542,,524,0,,MLSA,,64.94,-148.84982,Gear= HL,HL,524
343,BC RS,23,6/19/2025,1610,,745,0,,MLSA,,64.93864,-148.85564,Gear= J,J,745
344,BC RS,23,6/19/2025,1630,,567,0,,MLSA,,64.93517,-148.8291,Gear= HL,HL,567
345,BC RS,23,6/19/2025,1635,,578,0,,MLSA,,64.93517,-148.8291,Gear= HL,HL,578
346,BC RS,23,6/19/2025,1640,20285,615,1,,MLSA,,64.93517,-148.8291,RECAP;  Gear= HL,HL,615
347,BC RS,23,6/19/2025,1642,,533,0,,MLSA,,64.93517,-148.8291,Gear= HL,HL,533
348,BC RS,23,6/19/2025,1650,,522,0,,MLSA,,64.93517,-148.8291,Gear= HL,HL,522
349,BC RS,23,6/19/2025,1650,,632,0,,MLSA,,64.93517,-148.8291,Gear= HL,HL,632
350,BC RS,23,6/19/2025,1700,,525,0,,MLSA,,64.93517,-148.8291,Gear= HL,HL,525
351,BC RS,23,6/19/2025,1700,,502,0,,MLSA,,64.93517,-148.8291,Gear= HL,HL,502
352,MA HP,24,6/20/2025,1145,,684,0,,MLSA,,64.92846,-148.83335,Gear= HL,HL,684
353,MA HP,24,6/20/2025,1217,,658,0,,MLSA,,64.92846,-148.83335,Gear= HL,HL,658
354,MA HP,24,6/20/2025,1316,,982,0,,MLSA,,64.89788,-148.8287,Gear= HL,HL,982
355,MA HP,24,6/20/2025,1330,21300,686,1,,MLSA,,64.89609,-148.83357,RECAP;  Gear= HL,HL,686
356,MA HP,24,6/20/2025,1526,,647,0,,MLSA,,64.92391,-148.85234,Gear= HL,HL,647
357,MA HP,24,6/20/2025,1532,,513,0,,MLSA,,64.92391,-148.85234,Gear= HL,HL,513
358,MA HP,24,6/20/2025,1532,,504,0,,MLSA,,64.92391,-148.85234,Gear= HL,HL,504
359,MA HP,24,6/20/2025,1534,,535,0,,MLSA,,64.92391,-148.85234,Gear= HL,HL,535
360,MA HP,24,6/20/2025,1540,,534,0,,MLSA,,64.92391,-148.85234,Gear= HL,HL,534
361,MA HP,24,6/20/2025,1546,,527,0,,MLSA,,64.92391,-148.85234,Gear= HL,HL,527
362,MA HP,24,6/20/2025,1551,,604,0,,MLSA,,64.92417,-148.85541,Gear= HL,HL,604
363,MA HP,24,6/20/2025,1611,,579,0,,MLSA,,64.93608,-148.85202,Gear= HL,HL,579
364,MA HP,24,6/20/2025,1612,,560,0,,MLSA,,64.93608,-148.85202,Gear= HL,HL,560
365,MA HP,24,6/20/2025,1613,,511,0,,MLSA,,64.93608,-148.85202,Gear= HL,HL,511
366,MA HP,24,6/20/2025,1617,,560,0,,MLSA,,64.93608,-148.85202,Gear= HL,HL,560
367,AB MS,25,6/20/2025,941,,518,0,,MLSA,,64.95147,-148.80763,Gear= HL,HL,518
368,AB MS,25,6/20/2025,1026,,517,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,517
369,AB MS,25,6/20/2025,1026,,911,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,911
370,AB MS,25,6/20/2025,1042,,287,0,,MLSA,,64.902,-148.84106,Gear= FN,FN,287
371,AB MS,25,6/20/2025,1056,,246,0,,MLSA,,64.8979,-148.81801,Gear= FN,FN,246
372,AB MS,25,6/20/2025,1103,,446,0,,MLSA,,64.89178,-148.82466,Gear= FN,FN,446
373,AB MS,25,6/20/2025,1103,,686,0,,MLSA,,64.89178,-148.82466,Gear= FN,FN,686
374,AB MS,25,6/20/2025,1111,,292,0,,MLSA,,64.89539,-148.8347,Gear= FN,FN,292
375,AB MS,25,6/20/2025,1122,,572,0,,MLSA,,64.88446,-148.85451,Gear= FN,FN,572
376,AB MS,25,6/20/2025,1122,,516,0,,MLSA,,64.88446,-148.85451,Gear= FN,FN,516
377,AB MS,25,6/20/2025,1122,,494,0,,MLSA,,64.88446,-148.85451,Gear= FN,FN,494
378,AB MS,25,6/20/2025,1122,,462,0,,MLSA,,64.88446,-148.85451,Gear= FN,FN,462
379,AB MS,25,6/20/2025,1122,,278,0,,MLSA,,64.88446,-148.85451,Gear= FN,FN,278
380,AB MS,25,6/20/2025,1417,,516,0,,MLSA,,64.94028,-148.85382,Gear= HL,HL,516
381,AB MS,25,6/20/2025,1425,,501,0,,MLSA,,64.94028,-148.85382,Gear= HL,HL,501
382,AB MS,25,6/20/2025,1447,21517,696,1,,MLSA,,64.94047,-148.85065,RECAP;  Gear= GN,GN,696
383,AB MS,25,6/20/2025,1500,,485,0,,MLSA,,64.93951,-148.85556,Gear= HL,HL,485
384,AB MS,25,6/20/2025,1511,,652,0,,MLSA,,64.93951,-148.85556,Gear= HL,HL,652
385,AB MS,25,6/20/2025,1515,,687,0,,MLSA,,64.93951,-148.85556,Gear= HL,HL,687
386,AB MS,25,6/20/2025,1535,,501,0,,MLSA,,64.93848,-148.85591,Gear= GN,GN,501
387,AB MS,26,6/20/2025,1553,,651,0,,MLSA,,64.93913,-148.85478,Gear= HL,HL,651
388,AB MS,26,6/20/2025,1635,,265,0,,MLSA,,64.93391,-148.85138,corrected long; Gear= FN,FN,265
389,AB MS,26,6/20/2025,1705,,320,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,320
390,AB MS,26,6/20/2025,1705,,258,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,258
391,AB MS,26,6/20/2025,1705,,256,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,256
392,AB MS,26,6/20/2025,1742,,237,0,,MLSA,,64.8979,-148.81801,Gear= FN,FN,237
393,AB MS,26,6/20/2025,1751,,539,0,,MLSA,,64.91274,-148.79865,Gear= FN,FN,539
394,AB MS,26,6/20/2025,1832,,602,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,602
395,AB MS,26,6/20/2025,1832,,724,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,724
396,JS JRS,27,6/20/2025,939,,818,0,,MLSA,,64.91023,-148.84868,Gear= J,J,818
397,JS JRS,27,6/20/2025,1000,1234,946,0,,MLSA,,64.90468,-148.84785,"2018 RECAP, NOT FROM 2025;  Gear= J",J,946
398,JS JRS,27,6/20/2025,1040,,506,0,,MLSA,,64.90468,-148.84785,Gear= HL,HL,506
399,JS JRS,27,6/20/2025,1130,,543,0,,MLSA,,64.88638,-148.84613,Gear= HL,HL,543
400,JS JRS,27,6/20/2025,1130,,600,0,,MLSA,,64.88638,-148.84613,Gear= HL,HL,600
401,JS JRS,27,6/20/2025,1130,,530,0,,MLSA,,64.88638,-148.84613,Gear= HL,HL,530
402,JS JRS,27,6/20/2025,1130,,517,0,,MLSA,,64.88638,-148.84613,Gear= HL,HL,517
403,JS JRS,27,6/20/2025,1130,,482,0,,MLSA,,64.88638,-148.84613,Gear= HL,HL,482
404,JS JRS,27,6/20/2025,1205,,622,0,,MLSA,,64.88908,-148.84767,Gear= HL,HL,622
405,JS JRS,27,6/20/2025,1250,,610,0,,MLSA,,64.89139,-148.82388,Gear= HL,HL,610
406,JS JRS,27,6/20/2025,1250,,553,0,,MLSA,,64.89139,-148.82388,Gear= HL,HL,553
407,JS JRS,27,6/20/2025,1250,,500,0,,MLSA,,64.89139,-148.82388,Gear= HL,HL,500
408,JS JRS,27,6/20/2025,1250,,584,0,,MLSA,,64.89139,-148.82388,Gear= HL,HL,584
409,JS JRS,27,6/20/2025,1250,,534,0,,MLSA,,64.89139,-148.82388,Gear= HL,HL,534
410,JS JRS,27,6/20/2025,1250,,526,0,,MLSA,,64.89139,-148.82388,Gear= HL,HL,526
411,JS JRS,27,6/20/2025,1315,,603,0,,MLSA,,64.89224,-148.82385,Gear= HL,HL,603
412,JS JRS,27,6/20/2025,1315,,532,0,,MLSA,,64.89224,-148.82385,Gear= HL,HL,532
413,JS JRS,27,6/20/2025,1315,,492,0,,MLSA,,64.89224,-148.82385,Gear= HL,HL,492
414,JS JRS,27,6/20/2025,1315,,504,0,,MLSA,,64.89224,-148.82385,Gear= HL,HL,504
415,JS JRS,27,6/20/2025,1315,,498,0,,MLSA,,64.89224,-148.82385,Gear= HL,HL,498
416,JS JRS,28,6/20/2025,1330,,484,0,,MLSA,,64.89303,-148.82137,Gear= HL,HL,484
417,JS JRS,28,6/20/2025,1330,,512,0,,MLSA,,64.89303,-148.82137,Gear= HL,HL,512
418,JS JRS,28,6/20/2025,1540,,523,0,,MLSA,,64.91268,-148.79701,Gear= HL,HL,523
419,JS JRS,28,6/20/2025,1540,,590,0,,MLSA,,64.91268,-148.79701,Gear= HL,HL,590
420,JS JRS,28,6/20/2025,1540,,607,0,,MLSA,,64.91268,-148.79701,Gear= HL,HL,607
421,JS JRS,28,6/20/2025,1540,,707,0,,MLSA,,64.91268,-148.79701,Gear= HL,HL,707
422,JS JRS,28,6/20/2025,1540,22000,661,1,,MLSA,,64.91268,-148.79701,RECAP;  Gear= HL,HL,661
423,JS JRS,28,6/20/2025,1650,,455,0,,MLSA,,64.93412,-148.8522,Gear= HL,HL,455
424,JS JRS,28,6/20/2025,1650,,546,0,,MLSA,,64.93412,-148.8522,Gear= HL,HL,546
425,JS JRS,28,6/20/2025,1755,,497,0,,MLSA,,64.93638,-148.84927,Gear= HL,HL,497
426,JS JRS,28,6/20/2025,1755,,469,0,,MLSA,,64.93638,-148.84927,Gear= HL,HL,469
427,JS JRS,28,6/20/2025,1755,,481,0,,MLSA,,64.93638,-148.84927,Gear= HL,HL,481
428,JS JRS,28,6/20/2025,1755,,534,0,,MLSA,,64.93638,-148.84927,Gear= HL,HL,534
429,JS JRS,28,6/20/2025,1755,,488,0,,MLSA,,64.93638,-148.84927,Gear= HL,HL,488
430,JS JRS,28,6/20/2025,1755,,566,0,,MLSA,,64.93638,-148.84927,Gear= HL,HL,566
431,JS JRS,28,6/20/2025,1755,,564,0,,MLSA,,64.93638,-148.84927,Gear= HL,HL,564
432,JS JRS,28,6/20/2025,1755,,623,0,,MLSA,,64.93638,-148.84927,Gear= HL,HL,623
433,BC RS,29,6/20/2025,1026,,605,0,,MLSA,,64.94032,-148.85533,Gear= HL,HL,605
434,BC RS,29,6/20/2025,1028,,572,0,,MLSA,,64.94032,-148.85533,Gear= HL,HL,572
435,BC RS,29,6/20/2025,1036,,577,0,,MLSA,,64.94032,-148.85533,Gear= HL,HL,577
436,BC RS,29,6/20/2025,1040,,581,0,,MLSA,,64.94032,-148.85533,Gear= HL,HL,581
437,BC RS,29,6/20/2025,1134,,568,0,,MLSA,,64.95261,-148.84624,Gear= HL,HL,568
438,BC RS,29,6/20/2025,1145,,486,0,,MLSA,,64.95261,-148.84624,Gear= HL,HL,486
439,BC RS,29,6/20/2025,1149,,459,0,,MLSA,,64.95326,-148.84789,Gear= HL,HL,459
440,BC RS,29,6/20/2025,1158,,531,0,,MLSA,,64.95259,-148.84886,Gear= HL,HL,531
441,BC RS,29,6/20/2025,1212,,627,0,,MLSA,,64.94613,-148.8623,Gear= HL,HL,627
442,BC RS,29,6/20/2025,1215,,542,0,,MLSA,,64.94613,-148.8623,Gear= HL,HL,542
443,BC RS,29,6/20/2025,1217,,542,0,,MLSA,,64.94579,-148.86183,Gear= HL,HL,542
444,BC RS,29,6/20/2025,1220,,558,0,,MLSA,,64.94579,-148.86183,Gear= HL,HL,558
445,BC RS,29,6/20/2025,1225,,568,0,,MLSA,,64.94579,-148.86183,Gear= HL,HL,568
446,BC RS,29,6/20/2025,1227,,576,0,,MLSA,,64.94579,-148.86183,Gear= HL,HL,576
447,BC RS,29,6/20/2025,1236,,702,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,702
448,BC RS,29,6/20/2025,1240,,519,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,519
449,BC RS,29,6/20/2025,1242,,505,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,505
450,BC RS,29,6/20/2025,1243,,538,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,538
451,BC RS,29,6/20/2025,1245,,656,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,656
452,BC RS,29,6/20/2025,1245,,558,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,558
453,BC RS,30,6/20/2025,1250,,485,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,485
454,BC RS,30,6/20/2025,1251,,523,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,523
455,BC RS,30,6/20/2025,1253,,626,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,626
456,BC RS,30,6/20/2025,1254,,607,0,,MLSA,,64.94482,-148.86485,Gear= HL,HL,607
457,BC RS,30,6/20/2025,1304,,568,0,,MLSA,,64.94525,-148.86164,Gear= HL,HL,568
458,BC RS,30,6/20/2025,1319,,704,0,,MLSA,,64.94065,-148.8499,Gear= J,J,704
459,BC RS,30,6/20/2025,1342,,672,0,,MLSA,,64.94042,-148.85208,Gear= J,J,672
460,BC RS,31,6/20/2025,2300,,532,0,,MLSA,21383,64.93541,-148.8291,RECAP;  Gear= HL,HL,532
461,BC RS,31,6/20/2025,2305,,526,0,,MLSA,,64.93541,-148.8291,Gear= HL,HL,526
462,BC RS,31,6/20/2025,2328,,550,0,,MLSA,,64.94028,-148.85458,Gear= HL,HL,550
463,BC RS,31,6/20/2025,2340,,632,0,,MLSA,,64.93922,-148.85503,Gear= HL,HL,632
464,BC RS,31,6/20/2025,2343,,630,0,,MLSA,,64.93922,-148.85503,Gear= HL,HL,630
465,BC RS,31,6/21/2025,1010,,527,0,,MLSA,,64.94805,-148.87036,Gear= HL,HL,527
466,BC RS,31,6/21/2025,1012,,536,0,,MLSA,,64.94805,-148.87036,Gear= HL,HL,536
467,BC RS,31,6/21/2025,1023,,542,0,,MLSA,,64.94746,-148.87096,Gear= HL,HL,542
468,BC RS,31,6/21/2025,1026,,556,0,,MLSA,,64.94746,-148.87096,Gear= HL,HL,556
469,BC RS,31,6/21/2025,1035,,560,0,,MLSA,,64.94756,-148.87218,Gear= HL,HL,560
470,BC RS,31,6/21/2025,1042,,555,0,,MLSA,,64.94756,-148.87218,Gear= HL,HL,555
471,BC RS,31,6/21/2025,1051,,580,0,,MLSA,,64.94799,-148.87337,Gear= HL,HL,580
472,BC RS,31,6/21/2025,1103,,596,0,,MLSA,,64.94846,-148.87321,Gear= HL,HL,596
473,BC RS,31,6/21/2025,1105,,542,0,,MLSA,,64.94846,-148.87321,Gear= HL,HL,542
474,BC RS,31,6/21/2025,1132,,547,0,,MLSA,,64.95117,-148.8732,Gear= HL,HL,547
475,BC RS,31,6/21/2025,1135,,604,0,,MLSA,,64.95117,-148.8732,Gear= HL,HL,604
476,BC RS,31,6/21/2025,1138,,534,0,,MLSA,,64.95117,-148.8732,Gear= HL,HL,534
477,BC RS,31,6/21/2025,1141,,661,0,,MLSA,,64.95151,-148.89454,Gear= HL,HL,661
478,BC RS,31,6/21/2025,1142,,563,0,,MLSA,,64.95151,-148.89454,Gear= HL,HL,563
479,BC RS,31,6/21/2025,1143,,576,0,,MLSA,,64.95151,-148.89454,Gear= HL,HL,576
480,BC RS,32,6/21/2025,1147,,547,0,,MLSA,,64.95126,-148.87466,Gear= HL,HL,547
481,BC RS,32,6/21/2025,1149,,539,0,,MLSA,,64.95126,-148.87466,Gear= HL,HL,539
482,BC RS,32,6/21/2025,1156,,563,0,,MLSA,,64.95107,-148.87544,Gear= HL,HL,563
483,BC RS,32,6/21/2025,1200,,483,0,,MLSA,,64.95107,-148.87544,Gear= HL,HL,483
484,BC RS,32,6/21/2025,1202,,564,0,,MLSA,,64.95191,-148.87564,Gear= HL,HL,564
485,BC RS,32,6/21/2025,1205,,607,0,,MLSA,,64.95191,-148.87564,Gear= HL,HL,607
486,BC RS,32,6/21/2025,1210,,576,0,,MLSA,,64.95186,-148.87637,Gear= HL,HL,576
487,BC RS,32,6/21/2025,1222,,507,0,,MLSA,,64.95349,-148.88089,Gear= HL,HL,507
488,BC RS,32,6/21/2025,1236,,552,0,,MLSA,,64.95426,-148.88124,Gear= HL,HL,552
489,BC RS,32,6/21/2025,1240,,508,0,,MLSA,,64.95426,-148.88124,Gear= HL,HL,508
490,BC RS,32,6/21/2025,1250,,550,0,,MLSA,,64.95426,-148.88124,Gear= HL,HL,550
491,BC RS,32,6/21/2025,1251,,582,0,,MLSA,,64.95482,-148.88171,Gear= HL,HL,582
492,BC RS,32,6/21/2025,1252,20954,620,1,,MLSA,,64.9549,-148.88177,RECAP;  Gear= HL,HL,620
493,BC RS,32,6/21/2025,1253,,558,0,,MLSA,,64.9549,-148.88177,Gear= HL,HL,558
494,BC RS,32,6/21/2025,1257,,667,0,,MLSA,,64.95531,-148.88275,Gear= HL,HL,667
495,BC RS,32,6/21/2025,1302,,519,0,,MLSA,,64.95531,-148.88275,Gear= HL,HL,519
496,BC RS,32,6/21/2025,1308,,610,0,,MLSA,,64.95436,-148.87804,Gear= HL,HL,610
497,BC RS,32,6/21/2025,1311,,576,0,,MLSA,,64.95436,-148.87804,Gear= HL,HL,576
498,BC RS,32,6/21/2025,1318,,541,0,,MLSA,,64.95438,-148.87564,Gear= HL,HL,541
499,BC RS,33,6/21/2025,1319,,516,0,,MLSA,,64.95453,-148.87574,Gear= HL,HL,516
500,BC RS,33,6/21/2025,1325,,564,0,,MLSA,,64.96084,-148.88916,Gear= HL,HL,564
501,BC RS,33,6/21/2025,1328,,652,0,,MLSA,,64.96084,-148.88916,Gear= HL,HL,652
502,BC RS,33,6/21/2025,1329,,609,0,,MLSA,,64.96084,-148.88916,Gear= HL,HL,609
503,BC RS,33,6/21/2025,1330,,645,0,,MLSA,,64.96084,-148.88916,Gear= HL,HL,645
504,BC RS,33,6/21/2025,1339,,622,0,,MLSA,,64.96178,-148.88904,Gear= HL,HL,622
505,BC RS,33,6/21/2025,1347,,609,0,,MLSA,,64.96271,-148.88918,Gear= HL,HL,609
506,BC RS,33,6/21/2025,1349,,560,0,,MLSA,,64.96271,-148.88918,Gear= HL,HL,560
507,BC RS,33,6/21/2025,1354,,605,0,,MLSA,,64.96311,-148.892,Gear= HL,HL,605
508,BC RS,33,6/21/2025,1356,,571,0,,MLSA,,64.96311,-148.892,Gear= HL,HL,571
509,BC RS,33,6/21/2025,1356,,610,0,,MLSA,,64.96334,-148.89243,Gear= HL,HL,610
