Unique,Crew,Data Page,Date,Time,Tag Number,Fork Length (mm),Recap,Weight (lbs),Area,Area Description,Lat (WGS84),Long (WGS84),Comments,Gear,FL
1270,MA JM,82,6/27/2025,1334,,510,0,,MLSA,,64.91684,-148.83427,Gear= HL,HL,510
1271,MA JM,82,6/27/2025,1339,,540,0,,MLSA,,64.91573,-148.83742,Gear= HL,HL,540
1272,MA JM,82,6/27/2025,1405,,523,0,,MLSA,,64.92292,-148.82477,Gear= HL,HL,523
1273,MA JM,82,6/27/2025,1414,,605,0,,MLSA,,64.92529,-148.82563,Gear= HL,HL,605
1274,MA JM,82,6/27/2025,1427,,591,0,,MLSA,,64.92216,-148.82554,Gear= HL,HL,591
1275,MA JM,82,6/27/2025,1444,,585,0,,MLSA,,64.9261,-148.83533,Gear= HL,HL,585
1276,MA JM,82,6/27/2025,1524,,592,0,,MLSA,,64.92767,-148.85212,Gear= HL,HL,592
1277,MA JM,82,6/27/2025,1613,,524,0,,MLSA,,64.92961,-148.85275,Gear= HL,HL,524
1278,MA JM,82,6/27/2025,1640,,514,0,,MLSA,,64.93476,-148.85444,Gear= HL,HL,514
1279,MA JM,82,6/27/2025,1640,,504,0,,MLSA,,64.93476,-148.85444,Gear= HL,HL,504
1280,MA JM,82,6/27/2025,1646,,597,0,,MLSA,,64.93506,-148.85839,Gear= HL,HL,597
1281,MA JM,82,6/27/2025,1809,,605,0,,MLSA,,64.93199,-148.82233,Gear= HL,HL,605
1282,MA JM,82,6/27/2025,1819,,560,0,,MLSA,,64.93387,-148.82123,Gear= HL,HL,560
1283,HP CW,83,6/27/2025,1120,,764,0,,MLSA,,64.9409,-148.8657,Gear= J,J,764
1284,HP CW,83,6/27/2025,1120,,938,0,,MLSA,,64.9409,-148.8657,Gear= J,J,938
1285,HP CW,83,6/27/2025,1230,,703,0,,MLSA,,64.9409,-148.8657,Gear= GN,GN,703
1286,HP CW,83,6/27/2025,1410,,987,0,,MLSA,,64.9409,-148.8657,"Gear= HL, Plunk",P,987
1287,HP CW,83,6/27/2025,1800,,530,0,,MLSA,,64.93088,-148.82452,Gear= HL,HL,530
1288,RQ RS,84,6/28/2025,1053,16116,1001,0,,MLSA,,64.89881,-148.81651,"2018 RECAP, NOT FROM 2025;  Gear= FN",FN,1001
1289,RQ RS,84,6/28/2025,1106,,525,0,,MLSA,,64.89833,-148.81461,Gear= FN,FN,525
1290,RQ RS,84,6/28/2025,1106,,573,0,,MLSA,,64.89833,-148.81461,Gear= FN,FN,573
1291,RQ RS,84,6/28/2025,1106,,550,0,,MLSA,,64.89833,-148.81461,Gear= FN,FN,550
1292,RQ RS,84,6/28/2025,1106,,525,0,,MLSA,,64.89833,-148.81461,Gear= FN,FN,525
1293,RQ RS,84,6/28/2025,1106,,528,0,,MLSA,,64.89833,-148.81461,Gear= FN,FN,528
1294,RQ RS,84,6/28/2025,1329,,507,0,,MLSA,,64.87234,-148.91212,Gear= HL,HL,507
1295,RQ RS,84,6/28/2025,1333,,492,0,,MLSA,,64.87234,-148.91212,Gear= HL,HL,492
1296,RQ RS,84,6/28/2025,1354,,603,0,,MLSA,,64.87256,-148.91801,Gear= HL,HL,603
1297,RQ RS,84,6/28/2025,1400,,630,0,,MLSA,,64.87256,-148.91801,Gear= HL,HL,630
1298,RQ RS,84,6/28/2025,1402,,631,0,,MLSA,,64.87256,-148.91801,Gear= HL,HL,631
1299,RQ RS,84,6/28/2025,1404,,599,0,,MLSA,,64.87256,-148.91801,Gear= HL,HL,599
1300,RQ RS,84,6/28/2025,1427,,508,0,,MLSA,,64.87005,-148.91704,Gear= HL,HL,508
1301,RQ RS,84,6/28/2025,1435,,531,0,,MLSA,,64.87005,-148.91704,Gear= HL,HL,531
1302,RQ RS,84,6/28/2025,1457,,545,0,,MLSA,,64.8731,-148.91769,Gear= HL,HL,545
1303,RQ RS,84,6/28/2025,1505,,582,0,,MLSA,,64.8731,-148.91769,Gear= HL,HL,582
1304,RQ RS,84,6/28/2025,1509,,550,0,,MLSA,,64.8731,-148.91769,Gear= HL,HL,550
1305,RQ RS,84,6/28/2025,1512,,510,0,,MLSA,,64.8731,-148.91769,Gear= HL,HL,510
1306,RQ RS,84,6/28/2025,1512,,685,0,,MLSA,,64.8731,-148.91769,Gear= HL,HL,685
1307,RQ RS,84,6/28/2025,1514,,535,0,,MLSA,,64.8731,-148.91769,Gear= HL,HL,535
1308,RQ RS,85,6/29/2025,1557,,516,0,,MLSA,,64.88406,-148.87729,Gear= HL,HL,516
1309,RQ RS,85,6/30/2025,1618,,540,0,,MLSA,,64.88406,-148.87729,Gear= HL,HL,540
1310,RQ RS,85,6/31/2025,1620,,566,0,,MLSA,,64.88406,-148.87729,Gear= HL,HL,566
1311,RQ RS,85,6/32/2025,1647,,617,0,,MLSA,,64.88327,-148.85953,Gear= HL,HL,617
1312,RQ RS,85,6/33/2025,1653,,566,0,,MLSA,,64.88378,-148.85654,Gear= HL,HL,566
1313,MA JM,86,6/28/2025,1040,,540,0,,MLSA,,64.94241,-148.83031,Gear= HL,HL,540
1314,MA JM,86,6/28/2025,1048,,588,0,,MLSA,,64.94119,-148.82697,Gear= HL,HL,588
1315,MA JM,86,6/28/2025,1057,,601,0,,MLSA,,64.93942,-148.82601,Gear= HL,HL,601
1316,MA JM,86,6/28/2025,1059,,545,0,,MLSA,,64.9385,-148.82435,Gear= HL,HL,545
1317,MA JM,86,6/28/2025,1106,,610,0,,MLSA,,64.938,-148.82101,Gear= HL,HL,610
1318,MA JM,86,6/28/2025,1113,,620,0,,MLSA,,64.93815,-148.82224,Gear= HL,HL,620
1319,MA JM,86,6/28/2025,1114,,594,0,,MLSA,,64.93815,-148.82224,Gear= HL,HL,594
1320,MA JM,86,6/28/2025,1140,,568,0,,MLSA,,64.93664,-148.81928,Gear= HL,HL,568
1321,MA JM,86,6/28/2025,1146,,522,0,,MLSA,,64.93566,-148.81963,Gear= HL,HL,522
1322,MA JM,86,6/28/2025,1159,,602,0,,MLSA,,64.93441,-148.82249,Gear= HL,HL,602
1323,MA JM,86,6/28/2025,1410,,590,0,,MLSA,,64.90568,-148.84231,Gear= HL,HL,590
1324,HP CW,87,6/28/2025,1030,,532,0,,MLSA,,64.88649,-148.84642,Gear= J,J,532
1325,HP CW,87,6/28/2025,1030,,846,0,,MLSA,,64.88649,-148.84642,Gear= J,J,846
1326,HP CW,87,6/28/2025,1030,,594,0,,MLSA,,64.88649,-148.84642,Gear= HL,HL,594
1327,HP CW,87,6/28/2025,1136,,601,0,,MLSA,,64.88649,-148.84642,Gear= HL,HL,601
1328,HP CW,87,6/28/2025,1136,,495,0,,MLSA,,64.88649,-148.84642,Gear= HL,HL,495
1329,HP CW,87,6/28/2025,1136,,580,0,,MLSA,,64.88649,-148.84642,Gear= HL,HL,580
1330,HP CW,87,6/28/2025,1210,,580,0,,MLSA,,64.88649,-148.84642,Gear= HL,HL,580
1331,HP CW,87,6/28/2025,1241,,758,0,,MLSA,,64.88649,-148.84642,Gear= J,J,758
1332,HP CW,87,6/28/2025,1400,,700,0,,MLSA,,64.94087,-148.86579,Gear= HL,HL,700
